hermandad,titular,anio,banda_raw,fuentes
La Estrella,Paso de Palio,2018,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,foro-2019-josemariumb
La Estrella,Paso de Palio,2019,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,foro-2019-josemariumb
La Amargura,Paso de Misterio,1980,CCTT de la Policia Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Misterio,1981,CCTT de la Policia Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Misterio,1982,CCTT del Rosario (despues Paton),foro-2019-josemariumb
La Amargura,Paso de Misterio,1983,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1984,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1985,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1986,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1987,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1988,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1989,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1990,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1991,CCTT Maestro Paton,foro-2019-josemariumb
La Amargura,Paso de Misterio,1992,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1993,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1994,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1995,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1996,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1997,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1998,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,1999,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2000,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2001,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2002,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2003,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2004,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2005,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2006,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2007,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2008,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2009,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2010,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2011,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2012,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2013,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2014,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2015,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2016,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2017,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2018,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Misterio,2019,CCTT Tres Caidas,foro-2019-josemariumb
La Amargura,Paso de Palio,1980,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1981,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1982,Banda de la Inmaculada,foro-2019-josemariumb
La Amargura,Paso de Palio,1983,Banda de la Inmaculada,foro-2019-josemariumb
La Amargura,Paso de Palio,1984,Banda de Montserrat,foro-2019-josemariumb
La Amargura,Paso de Palio,1985,Banda de la Academia Municipal de Carmona,foro-2019-josemariumb
La Amargura,Paso de Palio,1986,Banda de la Academia Municipal de Carmona,foro-2019-josemariumb
La Amargura,Paso de Palio,1987,Banda de la Academia Municipal de Carmona,foro-2019-josemariumb
La Amargura,Paso de Palio,1988,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1989,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1990,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1991,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1992,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1993,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1994,Asociacion Musical Utrerana,foro-2019-josemariumb
La Amargura,Paso de Palio,1995,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1996,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1997,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1998,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,1999,Banda Municipal de Sevilla,foro-2019-josemariumb
La Amargura,Paso de Palio,2000,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2001,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2002,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2003,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2004,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2005,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2006,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2007,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2008,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2009,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2010,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2011,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2012,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2013,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2014,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2015,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2016,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2017,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2018,Agrupacion Musical Nuestra Senora del Aguila,foro-2019-josemariumb
La Amargura,Paso de Palio,2019,Sociedad Filarmonica Nuestra Senora del Carmen de Salteras,foro-2019-josemariumb
El Amor,Paso de Palio,1980,BM Esperanza de Triana,foro-2019-josemariumb
El Amor,Paso de Palio,1981,BM Esperanza de Triana,foro-2019-josemariumb
El Amor,Paso de Palio,1982,BM Esperanza de Triana,foro-2019-josemariumb
El Amor,Paso de Palio,1983,BM Esperanza de Triana,foro-2019-josemariumb
El Amor,Paso de Palio,1984,BM Santa Maria del Alcor,foro-2019-josemariumb
El Amor,Paso de Palio,1985,BM Santa Maria del Alcor,foro-2019-josemariumb
El Amor,Paso de Palio,1986,BM Santa Maria del Alcor,foro-2019-josemariumb
El Amor,Paso de Palio,1987,BM Santa Maria del Alcor,foro-2019-josemariumb
El Amor,Paso de Palio,1988,BM Santa Maria del Alcor,foro-2019-josemariumb
El Amor,Paso de Palio,1989,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1990,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1991,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1992,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1993,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1994,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1995,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1996,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1997,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1998,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,1999,BM Nuestra Senora del Carmen,foro-2019-josemariumb
El Amor,Paso de Palio,2000,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2001,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2002,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2003,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2004,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2005,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2006,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2007,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2008,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2009,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2010,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2011,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2012,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2013,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2014,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2015,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2016,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2017,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2018,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
El Amor,Paso de Palio,2019,BM Nuestra Senora de la Victoria (Cigarreras),foro-2019-josemariumb
San Pablo,Paso de Misterio,2008,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2009,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2010,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2011,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2012,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2013,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2014,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2015,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2016,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2017,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2018,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Misterio,2019,CCTT Tres Caidas (Salida hasta la Catedral) / CCTT San Juan Evangelista (Catedral hasta la Entrada),foro-2019-josemariumb
San Pablo,Paso de Palio,2009,B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2010,B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2011,B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2012,B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2013,B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2014,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2015,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2016,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2017,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2018,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
San Pablo,Paso de Palio,2019,BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta),foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Misterio,1980,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1981,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1982,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1983,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1984,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1985,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1986,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1987,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1988,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1989,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1990,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1991,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1992,AM Santa Maria Magdalena de Arahal,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1993,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1994,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1995,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1996,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1997,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1998,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,1999,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2000,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2001,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2002,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2003,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2004,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2005,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2006,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2007,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2008,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2009,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2010,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2011,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2012,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2013,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2014,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2015,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2016,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2017,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2018,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Misterio,2019,AM Redencion,foro-2019-josemariumb
El Beso de Judas,Paso de Palio,1980,BM Guillena,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1981,BM Guillena,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1982,BM Nuestra Señora de la Oliva de Salteras,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1983,BM Nuestra Señora de la Oliva de Salteras,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1984,BM Nuestra Señora de la Oliva de Salteras,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1985,BM Guillena,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1986,BM Guillena,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1987,BM Guillena,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1988,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1989,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1990,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1991,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1992,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1993,BM Esperanza de Triana,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1994,BM Nuestra Señora del Rocío,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1995,BM Nuestra Señora del Rocío,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1996,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1997,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1998,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,1999,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2000,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2001,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2002,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2003,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2004,Sociedad Filarmónica de Pilas,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2005,BM Municipal de Mairena del Alcor,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2006,BM Municipal de Mairena del Alcor,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2007,BM Municipal de Mairena del Alcor,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2008,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2009,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2010,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2011,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2012,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2013,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2014,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2015,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2016,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2017,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2018,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
El Beso de Judas,Paso de Palio,2019,BM Santa María de las Nieves de Olivares,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
Santa Genoveva,Paso del Cautivo,1980,CCTT Maestro Paton,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1981,AM Victoria de Arahal,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1982,AM Ntra. Sra. De las Angustias,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1983,AM Ntra. Sra. De las Angustias,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1984,AM Ntra. Sra. De las Angustias,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1985,AM Ntra. Sra. De las Angustias,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1986,AM Ntra. Sra. De las Angustias,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1987,AM Trinidad,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1988,AM Trinidad,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1989,AM Trinidad,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1990,AM Trinidad,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1991,CCTT Sol,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1992,CCTT Sol,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1993,CCTT Sol,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1994,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1995,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1996,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1997,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1998,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,1999,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2000,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2001,CCTT Tres Caidas,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2002,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2003,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2004,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2005,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2006,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2007,CCTT Jesus Cautivo y Santiago Apostol (Sanlucar/Aznalcazar),foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2008,CCTT Jesus Cautivo y Santiago Apostol (Sanlucar/Aznalcazar),foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2009,CCTT Jesus Cautivo y Santiago Apostol (Sanlucar/Aznalcazar),foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2010,CCTT Jesus Cautivo y Santiago Apostol (Sanlucar/Aznalcazar),foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2011,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2012,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2013,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2014,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2015,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2016,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2017,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2018,CCTT Jesus Cautivo,foro-2019-josemariumb
Santa Genoveva,Paso del Cautivo,2019,AM Pasion de Linares,foro-2019-josemariumb
Santa Genoveva,Paso de Palio,1980,BM Maestro Tejera,foro-2019-josemariumb;foro-2026-costalero_prado-carrera
